priority_score,puzzle_count,ogs_id,status,slug_generated,slug_unidecode,cleaned_name,original_name,unidecode_name,tier,matched_to
0.5493,11,6226,new_entry,limiting-the-influence,xian-zhi-hou-shi-limiting-the-influence,限制厚勢 Limiting the influence,限制厚勢 Limiting the influence,Xian Zhi Hou Shi  Limiting the influence,premier,
0.5493,94,4469,new_entry,turkey-library,turkey-library,Turkey Library,Turkey Library,Turkey Library,premier,
0.5492,14,5606,already_matched,1-capturing-race-1,dui-sha-1-capturing-race-1,對殺1 Capturing race 1,對殺1 Capturing race 1,Dui Sha 1 Capturing race 1,premier,capturing-race
0.5492,30,3019,new_entry,graded-elementary-puzzles-for-kyu-players,graded-elementary-puzzles-for-kyu-players,Graded Elementary Puzzles for Kyu Players,Graded Elementary Puzzles for Kyu Players,Graded Elementary Puzzles for Kyu Players,premier,
0.5483,62,3561,new_entry,volume-2,volume-2,Volume 2,Volume 2 ,Volume 2 ,premier,
0.5482,13,6043,already_matched,block-then-connect,dang-nian-block-then-connect,擋黏 Block then connect,擋黏 Block then connect,Dang Nian  Block then connect,premier,connection-problems
0.5481,21,9703,new_entry,number-shape-6-10,number-shape-6-10,Number Shape (6-10),Number Shape (6-10),Number Shape (6-10),premier,
0.5481,21,9703,slug_collision,number-shape-6-10,number-shape-6-10,Number Shape (6-10),Number Shape (6-10),Number Shape (6-10),premier,
0.548,13,5580,new_entry,introduction-of-life-and-death,ren-shi-si-huo-introduction-of-life-and-death,認識死活 Introduction of life and death,認識死活 Introduction of life and death,Ren Shi Si Huo  Introduction of life and death,premier,
0.5479,13,6008,new_entry,dame-neutral-points,dan-guan-dame-neutral-points,單官 dame (neutral points),單官 dame (neutral points),Dan Guan  dame (neutral points),premier,
0.5479,13,5719,new_entry,dead-eye-shapes,hou-shou-si-de-qi-xing-dead-eye-shapes,后手死的棋型 Dead eye shapes,后手死的棋型　Dead eye shapes,Hou Shou Si De Qi Xing  Dead eye shapes,premier,
0.5478,13,5646,new_entry,closes-the-door,men-chi-closes-the-door,門吃 Closes the door,門吃 Closes the door,Men Chi  Closes the door,premier,
0.5476,30,60,new_entry,xua-xua,xua-xua,Xua Xua,Xua Xua,Xua Xua,premier,
0.5476,13,5566,new_entry,escape-2,tao-zi-escape-2,逃子 Escape 2,逃子 Escape 2,Tao Zi  Escape 2,premier,
0.5475,69,1671,new_entry,basic-techniques-of-go-tesuji-examples,basic-techniques-of-go-tesuji-examples,Basic Techniques of Go tesuji examples,Basic Techniques of Go tesuji examples,Basic Techniques of Go tesuji examples,premier,
0.5474,13,5575,new_entry,capture-by-divide,duan-chi-capture-by-divide,斷吃 Capture by divide,斷吃 Capture by divide,Duan Chi  Capture by divide,premier,
0.5468,13,5713,new_entry,destroy-an-eye,po-yan-destroy-an-eye,破眼 Destroy an eye,破眼 Destroy an eye,Po Yan  Destroy an eye,premier,
0.5466,55,7530,new_entry,go-problems-for-beginners-30-25kyu,go-problems-for-beginners-30-25kyu,Go problems for beginners 30-25kyu,Go problems for beginners 30-25kyu,Go problems for beginners 30-25kyu,premier,
0.5466,10,7757,new_entry,capturing,capturing,Capturing,Capturing,Capturing,premier,
0.5464,30,1194,new_entry,lee-chang-ho-tesuji-encyclopedia-i,lee-chang-ho-tesuji-encyclopedia-i,Lee Chang-ho Tesuji Encyclopedia I,Lee Chang-ho's Tesuji Encyclopedia I,Lee Chang-ho's Tesuji Encyclopedia I,premier,
0.5463,55,9392,new_entry,ogs-2,bazovye-formy-2,базовые формы 2,базовые формы 2,bazovye formy 2,premier,
0.5458,20,6800,new_entry,capture-101-weiqi,capture-101-weiqi,Capture (101 Weiqi),Capture (101 Weiqi),Capture (101 Weiqi),premier,
0.5453,60,5244,new_entry,wang-zhi-et-al-1000-tsumegos,wang-zhi-et-al-1000-tsumegos,Wang Zhi et al. 1000 Tsumegos,Wang Zhi et al.'s 1000 Tsumegos,Wang Zhi et al.'s 1000 Tsumegos,premier,
0.5452,94,9302,new_entry,motoki-noguchi-i-90-fondamentals-tsumego,motoki-noguchi-i-90-fondamentals-tsumego,Motoki Noguchi I : 90 Fondamentals Tsumego,Motoki Noguchi I : 90 Fondamentals Tsumego ,Motoki Noguchi I : 90 Fondamentals Tsumego ,premier,
0.5447,24,5696,new_entry,krun,cchabkin-krun,จับกิน Krun,จับกิน Krun,cchabkin Krun,premier,
0.5446,13,5578,new_entry,suicide,jin-zhao-dian-suicide,禁着點 Suicide,禁着點 Suicide,Jin Zhao Dian  Suicide,premier,
0.5445,12,6040,new_entry,1200igo-quiz13,1200igo-quiz13,1200igo Quiz13,1200igo Quiz13,1200igo Quiz13,premier,
0.5443,51,6778,new_entry,basic1-test,basic1-test,Basic1 Test,Basic1 Test,Basic1 Test,premier,
0.5441,12,5976,new_entry,1-life-and-death-training-1,si-huo-xun-lian-1-life-and-death-training-1,死活訓練1 Life and Death training 1,死活訓練1 Life and Death training 1,Si Huo Xun Lian 1 Life and Death training 1,premier,
0.544,52,2668,new_entry,principiantes,principiantes,Principiantes,Principiantes,Principiantes,premier,
0.5438,13,5581,new_entry,two-eyes-to-live,liang-yan-huo-qi-two-eyes-to-live,兩眼活棋 Two eyes to live,兩眼活棋 Two eyes to live,Liang Yan Huo Qi  Two eyes to live,premier,
0.5435,15,5500,new_entry,endgame1-by-krun,endgame1-by-krun,endgame1 by krun,endgame1 by krun,endgame1 by krun,premier,
0.5431,97,1228,already_matched,gokyo-shumyo-part-4-capturing-races,gokyo-shumyo-part-4-capturing-races,Gokyo Shumyo-Part 4-Capturing Races,Gokyo Shumyo-Part 4-Capturing Races,Gokyo Shumyo-Part 4-Capturing Races,premier,gokyo-shumyo
0.5426,13,6039,new_entry,cooperation-of-third-and-forth-line,gao-di-pei-he-cooperation-of-third-and-forth-line,高低配合 Cooperation of third and forth line,高低配合 Cooperation of third and forth line,Gao Di Pei He  Cooperation of third and forth line,premier,
0.5424,26,9449,new_entry,cambridge-practice-puzzles,cambridge-practice-puzzles,Cambridge practice puzzles,Cambridge practice puzzles,Cambridge practice puzzles,premier,
0.5416,40,2121,new_entry,the-best-collection-for-beginners-vol-1-30-20k,the-best-collection-for-beginners-vol-1-30-20k,"The best collection for beginners. Vol. 1, 30-20k.","The best collection for beginners. Vol. 1, 30-20k.","The best collection for beginners. Vol. 1, 30-20k.",premier,
0.5412,149,5425,new_entry,tetsuo-tsumego,tetsuo-tsumego,Tetsuo Tsumego,Tetsuo's Tsumego,Tetsuo's Tsumego,premier,
0.5411,42,9200,new_entry,river-mountain-go-volume-1-oliver-richman,river-mountain-go-volume-1-oliver-richman,River Mountain Go Volume 1 (Oliver Richman),River Mountain Go Volume 1 (Oliver Richman) [Atorrante],River Mountain Go Volume 1 (Oliver Richman) [Atorrante],premier,
0.5408,35,8130,new_entry,jc-puzzle-if-you-can-t-open-click-my-profile,jc-puzzle-if-you-can-t-open-click-my-profile,Jc puzzle (if you can’t open; click my profile!),Jc puzzle (if you can’t open; click my profile!),Jc puzzle (if you can't open; click my profile!),premier,
0.5405,21,9702,new_entry,number-shape-1-5,number-shape-1-5,Number Shape (1-5),Number Shape (1-5),Number Shape (1-5),premier,
0.5402,34,729,already_matched,lee-changho-middlegame-problems,lee-changho-middlegame-problems,Lee Changho Middlegame Problems,Lee Changho Middlegame Problems,Lee Changho Middlegame Problems,premier,lee-changho-tesuji
0.54,14,6034,new_entry,approach-the-corner,gua-jiao-approach-the-corner,掛角 Approach the corner,掛角 Approach the corner,Gua Jiao  Approach the corner,premier,
0.54,30,662,new_entry,beginner-guide-to-nakade,beginner-guide-to-nakade,Beginner guide to nakade,Beginner's guide to nakade,Beginner's guide to nakade,premier,
0.5396,24,5724,new_entry,basic-shapes-for-15-20-kyu,basic-shapes-for-15-20-kyu,Basic shapes for 15-20 kyu,Basic shapes for 15-20 kyu,Basic shapes for 15-20 kyu,premier,
0.5395,62,87,already_matched,the-genius-of-akaboshi-intetsu-genran,the-genius-of-akaboshi-intetsu-genran,The Genius of Akaboshi Intetsu (Genran),The Genius of Akaboshi Intetsu (Genran),The Genius of Akaboshi Intetsu (Genran),premier,genran
0.5393,14,6036,new_entry,extend-on-the-side,chai-bian-extend-on-the-side,拆邊 Extend on the side,拆邊 Extend on the side,Chai Bian  Extend on the side,premier,
0.5393,13,5980,new_entry,golden-chicken-standing-on-one-leg-easy,jin-ji-du-li-golden-chicken-standing-on-one-leg-easy,金雞獨立 Golden Chicken Standing on One Leg (easy),金雞獨立 Golden Chicken Standing on One Leg (easy),Jin Ji Du Li  Golden Chicken Standing on One Leg (easy),premier,
0.5393,12,6046,new_entry,1200igo-quiz16,1200igo-quiz16,1200igo Quiz16,1200igo Quiz16,1200igo Quiz16,premier,
0.5392,16,5994,new_entry,2-determine-who-wins-2,sheng-fu-pan-duan-2-determine-who-wins-2,勝負判斷2 Determine who wins 2,勝負判斷2 Determine who wins 2,Sheng Fu Pan Duan 2 Determine who wins 2,premier,
0.5391,16,3568,new_entry,taruc-practice-2,taruc-practice-2,TARUC: Practice#2,TARUC: Practice#2,TARUC: Practice#2,premier,
0.5389,30,5615,slug_collision,krun,thaacchabkin-krun,ท่าจับกิน Krun,ท่าจับกิน Krun,thaacchabkin Krun,premier,
0.5388,20,10901,new_entry,1beginner-1,1beginner-1,#1Beginner#1,#1Beginner#1,#1Beginner#1,premier,
0.5386,13,5675,new_entry,snapback,dao-pu-snapback,倒樸 Snapback,倒樸 Snapback,Dao Pu  Snapback,premier,
0.5385,25,2620,new_entry,for-beginners,for-beginners,For beginners,For beginners,For beginners,premier,
0.5381,66,1384,new_entry,the-internet-tumego-book,the-internet-tumego-book,The internet-tumego-book,The internet-tumego-book,The internet-tumego-book,premier,
0.5381,205,4720,new_entry,james-davies-life-death,james-davies-life-death,James Davies Life & Death,James Davies Life & Death [Atorrante],James Davies Life & Death [Atorrante],premier,
0.5378,50,5088,new_entry,day-7,day-7,day 7,day 7,day 7,premier,
0.5377,11,5556,new_entry,capture1,chi-zi-capture1,吃子 Capture1,吃子 Capture1,Chi Zi  Capture1,premier,
0.5377,12,5989,new_entry,2-territory-and-area-scoring-2,mu-shu-pan-duan-2-territory-and-area-scoring-2,目數判斷2 Territory and Area Scoring 2,目數判斷2 Territory and Area Scoring 2,Mu Shu Pan Duan 2 Territory and Area Scoring 2,premier,
0.5375,13,6007,new_entry,enlarging-one-own-territory,zeng-jia-zi-yi-de-mu-enlarging-one-own-territory,增加自已的目 Enlarging one own territory,增加自已的目 Enlarging one's own territory,Zeng Jia Zi Yi De Mu  Enlarging one's own territory,premier,
0.537,14,5717,new_entry,killable-eye-shapes,ke-yi-dian-si-de-qi-xing-killable-eye-shapes,可以點死的棋型 Killable eye shapes,可以點死的棋型　Killable eye shapes,Ke Yi Dian Si De Qi Xing  Killable eye shapes,premier,
0.537,13,5587,already_matched,cut,duan-cut,斷 cut,斷 cut,Duan  cut,premier,cutting-problems
0.5368,19,1046,new_entry,joshua-basics-tutorial,joshua-basics-tutorial,Joshua Basics Tutorial,Joshua's Basics Tutorial,Joshua's Basics Tutorial,premier,
0.5367,101,8689,new_entry,501,bozulich-501-zadacha-na-fuseki,Бозулич_501 задача на фусеки,Бозулич_501 задача на фусеки,Bozulich_501 zadacha na fuseki,premier,
0.5367,13,1535,new_entry,river-mountain-tsumego-30-kyu,river-mountain-tsumego-30-kyu,River Mountain Tsumego (30 Kyu),River Mountain Tsumego (30 Kyu),River Mountain Tsumego (30 Kyu),premier,
0.5366,60,8601,new_entry,escaleras-repaso,escaleras-repaso,Escaleras repaso,Escaleras repaso,Escaleras repaso,premier,
0.5366,61,5852,already_matched,3-basic-double-gote-yose-value-3,ji-chu-shuang-hou-guan-zi-da-xiao-3-basic-double-gote-yose-value,基礎雙後官子大小 3 Basic Double Gote Yose value 3,基礎雙後官子大小 3 Basic Double Gote Yose value 3,Ji Chu Shuang Hou Guan Zi Da Xiao  3 Basic Double Gote Yose value 3,premier,endgame-problems
0.5366,70,5079,new_entry,day-5,day-5,day 5,day 5,day 5,premier,
0.5365,12,5501,new_entry,endgame2-by-krun,endgame2-by-krun,endgame2 by krun,endgame2 by krun,endgame2 by krun,premier,
0.5363,19,1405,new_entry,level-up-1,level-up-1,Level Up.1,Level Up.1,Level Up.1,premier,
0.5361,22,3160,new_entry,uvod-u-go,uvod-u-go,Uvod u Go,Uvod u Go,Uvod u Go,premier,
0.5361,103,4696,new_entry,introduction-to-weiqi-by-di-yansheng-and-xu-ying-chapter-5-basic,wei-qi-ru-men-di-wu-zhang-ji-ben-gong-sha-zhao-fa-di-yan-sheng-x,"《围棋入门》第五章：基本攻杀着法（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 5: Basic tactics)","《围棋入门》第五章：基本攻杀着法（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 5: Basic tactics)","<<Wei Qi Ru Men >> Di Wu Zhang :Ji Ben Gong Sha Zhao Fa (Di Yan Sheng , Xu Ying  Bian Zhu )(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 5: Basic tactics)",premier,
0.5359,18,1795,new_entry,vida-y-muerte-elemental,vida-y-muerte-elemental,vida y muerte elemental,vida y muerte elemental,vida y muerte elemental,premier,
0.5357,26,5930,new_entry,make-shape,ji-ben-shou-jin-shi-dian-zheng-xing-make-shape,基本手筋事典 整形make shape,基本手筋事典  整形make shape,Ji Ben Shou Jin Shi Dian   Zheng Xing make shape,premier,
0.5356,122,5346,new_entry,graded-go-problems-for-dan-players-life-death,graded-go-problems-for-dan-players-life-death,Graded Go Problems for Dan Players — Life & Death,Graded Go Problems for Dan Players — Life & Death,Graded Go Problems for Dan Players -- Life & Death,premier,
0.5352,10,3796,new_entry,pim-atari,pim-atari,PIM Atari,PIM Atari,PIM Atari,premier,
0.5349,13,5723,new_entry,seki-with-one-eye-each,you-yan-shuang-huo-seki-with-one-eye-each,有眼雙活 Seki with one eye each,有眼雙活　Seki with one eye each,You Yan Shuang Huo  Seki with one eye each,premier,
0.5347,12,6120,already_matched,squeeze-hard,gun-da-bao-shou-squeeze-hard,滾打包收 Squeeze hard,滾打包收 Squeeze hard,Gun Da Bao Shou  Squeeze hard,premier,liberty-shortage
0.5347,29,8134,new_entry,reduciendo-libertades-2,reduciendo-libertades-2,reduciendo libertades 2,reduciendo libertades 2,reduciendo libertades 2,premier,
0.5347,92,5246,new_entry,in-seong-hwang-8d-problems,in-seong-hwang-8d-problems,In-seong Hwang 8d Problems,In-seong Hwang 8d's Problems,In-seong Hwang 8d's Problems,premier,
0.5345,10,8368,new_entry,t-o-m-t-tr-n-l-p,tao-mat-tren-lop,Tạo mắt trên lớp,Tạo mắt trên lớp,Tao mat tren lop,premier,
0.5343,15,5722,new_entry,seki-without-any-eyes,wu-yan-shuang-huo-seki-without-any-eyes,無眼雙活 Seki without any eyes,無眼雙活　Seki without any eyes,Wu Yan Shuang Huo  Seki without any eyes,premier,
0.5343,12,1801,new_entry,conexi-n-y-corte-1,conexion-y-corte-1,conexión y corte 1,conexión y corte 1,conexion y corte 1,premier,
0.5338,50,8479,slug_collision,ogs-unknown,phiimkhung,ภีมคุง,ภีมคุง,phiimkhung,premier,
0.5338,11,10181,new_entry,tuto-go-fr,tuto-go-fr,Tuto GO FR,Tuto GO FR,Tuto GO FR,premier,
0.5335,17,5836,new_entry,sabaki,ji-ben-shou-jin-shi-dian-teng-nuo-sabaki,基本手筋事典 騰挪Sabaki,基本手筋事典  騰挪Sabaki,Ji Ben Shou Jin Shi Dian   Teng Nuo Sabaki,premier,
0.5335,50,5899,already_matched,2-advanced-double-gote-yose-value2,gao-duan-shuang-hou-guan-zi-da-xiao-2-advanced-double-gote-yose,高段雙後官子大小2 Advanced Double Gote Yose value2,高段雙後官子大小2 Advanced Double Gote Yose value2,Gao Duan Shuang Hou Guan Zi Da Xiao 2 Advanced Double Gote Yose value2,premier,endgame-problems
0.533,85,73,new_entry,qi-jing-zhong-miao-easy-probems,qi-jing-zhong-miao-easy-probems,Qi Jing Zhong Miao - Easy Probems,Qi Jing Zhong Miao - Easy Probems,Qi Jing Zhong Miao - Easy Probems,premier,
0.5328,13,6068,new_entry,4-capturing-race4,dui-sha-4-capturing-race4,對殺4 Capturing race4,對殺4 Capturing race4,Dui Sha 4 Capturing race4,premier,
0.5328,20,5613,slug_collision,ogs-unknown,skadcchud,สกัดจุด,สกัดจุด,skadcchud,premier,
0.5326,20,9000,new_entry,pim-class-t-boss-4-basic-connections,pim-class-t-boss-4-basic-connections,PIM Class T.Boss > 4 Basic connections,PIM Class T.Boss > 4 Basic connections,PIM Class T.Boss > 4 Basic connections,premier,
0.5321,12,1787,new_entry,captura,captura,Captura,Captura,Captura,premier,
0.5319,19,9705,new_entry,qi-liberty-number,qi-liberty-number,Qi Liberty Number,Qi Liberty Number,Qi Liberty Number,premier,
0.5318,10,3797,new_entry,pim-capture,pim-capture,PIM Capture,PIM Capture,PIM Capture,premier,
0.5315,31,520,new_entry,cho-chikun-s-encyclopedia-of-life-and-death-part-1-elementary-pr,cho-chikun-s-encyclopedia-of-life-and-death-part-1-elementary-pr,Cho Chikun’s encyclopedia of life and death. Part 1: elementary problems,Cho Chikun’s encyclopedia of life and death. Part 1: elementary problems,Cho Chikun's encyclopedia of life and death. Part 1: elementary problems,premier,
0.5313,21,8706,slug_collision,ogs-unknown,epidekm-cchudaihy,เปิดเกม - จุดใหญ่,[camp] เปิดเกม - จุดใหญ่,[camp] epidekm - cchudaihy,premier,
0.531,19,119,new_entry,basic-terms-for-beginners,basic-terms-for-beginners,Basic Terms for Beginners,Basic Terms for Beginners,Basic Terms for Beginners,premier,
0.531,30,5442,slug_collision,ogs-unknown,pidpratuu,ปิดประตู,ปิดประตู,pidpratuu,premier,
0.531,72,5858,already_matched,intermediate-single-sente-yose-value,jin-jie-dan-xian-guan-zi-da-xiao-intermediate-single-sente-yose,進階單先官子大小 Intermediate Single Sente Yose value,進階單先官子大小 Intermediate Single Sente Yose value,Jin Jie Dan Xian Guan Zi Da Xiao  Intermediate Single Sente Yose value,premier,endgame-problems
0.5308,25,10310,new_entry,easy-capture-difficulty-11k,easy-capture-difficulty-11k,"Easy Capture, Difficulty: 11k","Easy Capture, Difficulty: 11k","Easy Capture, Difficulty: 11k",premier,
0.5306,24,8868,slug_collision,ogs-3,glaza-test-3,Глаза Тест 3,Глаза Тест 3,Glaza Test 3,premier,
0.5304,190,7662,new_entry,dutch-go-magazine-2020-22-bul-59-88-atorrante,dutch-go-magazine-2020-22-bul-59-88-atorrante,Dutch Go Magazine 2020-22 Bul 59- 88 (Atorrante),Dutch Go Magazine 2020-22  Bul  59- 88  (Atorrante),Dutch Go Magazine 2020-22  Bul  59- 88  (Atorrante),premier,
0.5302,36,1195,new_entry,ecole-de-go-de-rennes-les-formes,ecole-de-go-de-rennes-les-formes,Ecole de Go de Rennes - Les formes,Ecole de Go de Rennes - Les formes,Ecole de Go de Rennes - Les formes,premier,
0.5302,12,1788,new_entry,atari,atari,Atari,Atari,Atari,premier,
0.53,11,2862,new_entry,gt-go-w10,gt-go-w10,GT GO W10,GT GO W10,GT GO W10,premier,
0.5299,13,5972,already_matched,seki-with-partly-filled-eye-space,da-yan-shuang-huo-seki-with-partly-filled-eye-space,大眼雙活 Seki with partly filled eye space,大眼雙活 Seki with partly filled eye space,Da Yan Shuang Huo  Seki with partly filled eye space,premier,eye-shape-mastery
0.5298,14,6021,new_entry,control-the-corner,zhan-jiao-control-the-corner,佔角 Control the corner,佔角 Control the corner,Zhan Jiao  Control the corner,premier,
0.5297,31,324,new_entry,proper-and-common-moves,proper-and-common-moves,Proper and Common Moves,Proper and Common Moves,Proper and Common Moves,premier,
0.5296,13,5676,already_matched,oiotoshi-and-snapback,dao-pu-yu-jie-bu-gui-oiotoshi-and-snapback,倒樸與接不歸 Oiotoshi and snapback,倒樸與接不歸 Oiotoshi and snapback,Dao Pu Yu Jie Bu Gui  Oiotoshi and snapback,premier,snapback-problems
0.5294,15,7938,new_entry,101weiqi-com-double-atari,101weiqi-com-double-atari,101Weiqi.com Double Atari,101Weiqi.com Double Atari,101Weiqi.com Double Atari,premier,
0.5294,10,8370,new_entry,ph-m-t-tr-n-l-p,pha-mat-tren-lop,Phá mắt trên lớp,Phá mắt trên lớp,Pha mat tren lop,premier,
0.5293,53,7714,new_entry,crush-oshi-tsubushi-9-kyu-5-kyu,crush-oshi-tsubushi-9-kyu-5-kyu,Crush (Oshi-tsubushi) 9 kyu-5 kyu,Crush (Oshi-tsubushi) 9 kyu-5 kyu,Crush (Oshi-tsubushi) 9 kyu-5 kyu,premier,
0.5291,60,5867,already_matched,1-intermediate-double-gote-yose-value1,jin-jie-shuang-hou-guan-zi-da-xiao-1-intermediate-double-gote-yo,進階雙後官子大小1 Intermediate Double gote Yose value1,進階雙後官子大小1 Intermediate Double gote Yose value1,Jin Jie Shuang Hou Guan Zi Da Xiao 1 Intermediate Double gote Yose value1,premier,endgame-problems
0.5288,13,6066,new_entry,3-capturing-race3,dui-sha-3-capturing-race3,對殺3 Capturing race3,對殺3 Capturing race3,Dui Sha 3 Capturing race3,premier,
0.5281,23,5794,new_entry,shape,ji-ben-shou-jin-shi-dian-po-huai-qi-xing-shape,基本手筋事典 破壞棋形 Shape,基本手筋事典  破壞棋形 Shape,Ji Ben Shou Jin Shi Dian   Po Huai Qi Xing  Shape,premier,
0.5279,89,4670,new_entry,introduction-to-weiqi-by-di-yansheng-and-xu-ying-chapter-2-captu,wei-qi-ru-men-di-er-zhang-chi-zi-di-yan-sheng-xu-ying-bian-zhu-i,"《围棋入门》第二章：吃子（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 2: Capturing techniques)","《围棋入门》第二章：吃子（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 2: Capturing techniques)","<<Wei Qi Ru Men >> Di Er Zhang :Chi Zi (Di Yan Sheng , Xu Ying  Bian Zhu )(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 2: Capturing techniques)",premier,
0.5278,12,5588,already_matched,connect,lian-jie-connect,連接 Connect,連接 Connect,Lian Jie  Connect,premier,connection-problems
0.5274,12,1814,new_entry,doble-atari-elemental,doble-atari-elemental,Doble atari elemental,Doble atari elemental,Doble atari elemental,premier,
0.5274,37,47,new_entry,the-book-of-pure-pleasures-and-forgotten-worries,the-book-of-pure-pleasures-and-forgotten-worries,The Book of Pure Pleasures and Forgotten Worries,The Book of Pure Pleasures and Forgotten Worries,The Book of Pure Pleasures and Forgotten Worries,premier,
0.5274,13,6022,new_entry,thrid-line-and-fourth-line,san-xian-he-si-xian-thrid-line-and-fourth-line,三線和四線 Thrid line and Fourth line,三線和四線 Thrid line and Fourth line,San Xian He Si Xian  Thrid line and Fourth line,premier,
0.5273,14,10056,new_entry,the-many-ways-to-go,the-many-ways-to-go,The Many Ways to Go,The Many Ways to Go,The Many Ways to Go,premier,
0.5272,20,6959,slug_collision,ogs-unknown,wei-qi-chi-zi-tiao-zhan,〖圍棋〗～吃子挑戰～,〖圍棋〗～吃子挑戰～,[[Wei Qi ]] ~Chi Zi Tiao Zhan ~,premier,
0.5272,14,6044,already_matched,hane-and-connect,ban-nian-hane-and-connect,扳黏 Hane and connect,扳黏 Hane and connect,Ban Nian  Hane and connect,premier,connection-problems
0.527,40,8228,new_entry,12-16-kyu-problems-pack-1,12-16-kyu-problems-pack-1,12-16 Kyu Problems. (Pack 1),12-16 Kyu Problems. (Pack 1),12-16 Kyu Problems. (Pack 1),premier,
0.5269,16,7808,new_entry,30k-gohouse019,30k-gohouse019,30K Gohouse019,30K Gohouse019,30K Gohouse019,premier,
0.5267,13,770,new_entry,aga-problems-of-the-week,aga-problems-of-the-week,AGA Problems of the Week,AGA Problems of the Week,AGA Problems of the Week,premier,
0.5266,12,8326,new_entry,c-p-tr-n-l-p,cuop-tren-lop,Cướp trên lớp,Cướp trên lớp,Cuop tren lop,premier,
0.5265,16,10093,new_entry,alex-basic-shapes-and-motion-collection,alex-basic-shapes-and-motion-collection,Alex Basic Shapes and Motion Collection,Alex's Basic Shapes and Motion Collection,Alex's Basic Shapes and Motion Collection,premier,
0.5264,10,9874,new_entry,goodaa-for-the-good-people,jing-shan-jing-shan-goodaa-for-the-good-people,井山丼山 Goodaa for the good people,井山丼山 Goodaa's for the good people,Jing Shan Jing Shan  Goodaa's for the good people,premier,
0.5262,13,6064,new_entry,block,feng-suo-block,封鎖 Block,封鎖 Block,Feng Suo  Block,premier,
0.5262,47,10478,new_entry,two-space-base,two-space-base,Two Space Base,Two Space Base,Two Space Base,premier,
0.5261,31,8714,slug_collision,ogs-unknown,thaayekm-payhaachwngthaayekm,ท้ายเกม - ปัญหาช่วงท้ายเกม,[camp] ท้ายเกม - ปัญหาช่วงท้ายเกม,[camp] thaayekm - payhaachwngthaayekm,premier,
0.5259,21,8008,new_entry,19,19lu-zong-he-wen-ti,【19路】総合問題,【19路】総合問題,[(19Lu )] Zong He Wen Ti ,premier,
0.5256,13,6059,new_entry,one-point-jump-to-the-center,zhong-yang-tiao-one-point-jump-to-the-center,中央跳 one-point jump to the center,中央跳 one-point jump to the center,Zhong Yang Tiao  one-point jump to the center,premier,
0.5256,39,1835,new_entry,a-beginner-guide-to-go,a-beginner-guide-to-go,A Beginner Guide to Go,A Beginner's Guide to Go,A Beginner's Guide to Go,premier,
0.5248,69,5838,already_matched,basic-single-sente-yose-value,ji-chu-dan-xian-guan-zi-da-xiao-basic-single-sente-yose-value,基礎單先官子大小 Basic Single Sente Yose value,基礎單先官子大小 Basic Single Sente Yose value,Ji Chu Dan Xian Guan Zi Da Xiao  Basic Single Sente Yose value,premier,endgame-problems
0.5247,11,8089,new_entry,basic-instinct-practice,basic-instinct-practice,Basic Instinct Practice,Basic Instinct Practice,Basic Instinct Practice,premier,
0.5246,11,9915,new_entry,train-your-capture-skills,train-your-capture-skills,train your capture skills,train your capture skills,train your capture skills,premier,
0.5246,21,8709,slug_collision,ogs-unknown,klaangekm-cchadkaaremdbuk-cchuddaaw,กลางเกม - จัดการเม็ดบุก(จุดดาว),[camp] กลางเกม - จัดการเม็ดบุก(จุดดาว),[camp] klaangekm - cchadkaaremdbuk(cchuddaaw),premier,
0.524,65,9448,new_entry,sadaharu-collection,sadaharu-collection,Sadaharu Collection,Sadaharu's Collection,Sadaharu's Collection,premier,
0.5238,30,1693,new_entry,challenge,challenge,challenge,challenge,challenge,premier,
0.5237,21,7931,new_entry,13-5-3,13lu-5-si-huo-3,【13路】5.死活③,【13路】5.死活③,[(13Lu )] 5.Si Huo 3,premier,
0.5236,103,9592,new_entry,water12345-shoujin-2,water12345-shoujin-2,water12345 - shoujin - 2,water12345 - shoujin - 2,water12345 - shoujin - 2,premier,
0.5236,20,9440,already_matched,pim-class-t-boss-common-sense-move,pim-class-t-boss-common-sense-move,PIM Class T.Boss > Common sense move,PIM Class T.Boss > Common sense move,PIM Class T.Boss > Common sense move,premier,vital-point
0.5236,14,4036,new_entry,volume-2-part-1,volume-2-part-1,Volume 2 Part 1,Volume 2 Part 1,Volume 2 Part 1,premier,
0.5235,48,7438,new_entry,fuiter-go,fuiter-go-huang-mo-ban-ben-geng-xin,Fuiter Go-荒漠版本更新,Fuiter Go-荒漠版本更新,Fuiter Go-Huang Mo Ban Ben Geng Xin ,premier,
0.5234,13,5672,new_entry,net,jia-chi-net,枷吃 Net,枷吃 Net,Jia Chi  Net,premier,
0.5231,13,8653,new_entry,escape1,edinhnii-escape1,เดินหนี Escape1,เดินหนี Escape1,edinhnii Escape1,premier,
