priority_score,puzzle_count,ogs_id,status,slug_generated,slug_unidecode,cleaned_name,original_name,unidecode_name,tier,matched_to
0.5049,12,6147,already_matched,knight-move-to-connect,xiao-fei-lian-jie-knight-move-to-connect,小飛連接 Knight move to connect,小飛連接 Knight move to connect,Xiao Fei Lian Jie  Knight move to connect,curated,connection-problems
0.5049,32,1428,new_entry,level-up-10,level-up-10,Level Up.10,Level Up.10,Level Up.10,curated,
0.5048,13,5982,new_entry,live-after-atari,da-chi-hou-zuo-huo-live-after-atari,打吃後做活 Live after atari,打吃後做活 Live after atari,Da Chi Hou Zuo Huo  Live after atari,curated,
0.5047,42,9128,new_entry,kageyama-ladder-drills,kageyama-ladder-drills,Kageyama ladder drills,Kageyama ladder drills,Kageyama ladder drills,curated,
0.5047,36,10008,already_matched,ko-1,ko-jie-1,KO 劫 1,KO 劫 1,KO Jie  1,curated,ko-problems
0.5044,48,3492,new_entry,dutch-go-magazine-1994-31,dutch-go-magazine-1994-31,Dutch Go Magazine 1994 (31),Dutch Go Magazine 1994 (31)  [Atorrante],Dutch Go Magazine 1994 (31)  [Atorrante],curated,
0.5042,13,1390,new_entry,milk-go,milk-go,milk go,milk go,milk go,curated,
0.5042,18,10469,new_entry,1-20,kh-thii-1-thueng-20,ข้อที่ 1 ถึง 20,ข้อที่ 1 ถึง 20,kh`thii 1 thueng 20,curated,
0.504,11,9683,new_entry,life-and-death-status-big-eye,life-and-death-status-big-eye,Life and Death Status - Big Eye,Life and Death Status - Big Eye,Life and Death Status - Big Eye,curated,
0.5037,51,10977,new_entry,test-your-go-strenght,test-your-go-strenght,Test Your GO Strenght,Test Your GO Strenght,Test Your GO Strenght,curated,
0.5037,40,2786,already_matched,go-seigen-segoe-kensaku-tesuji-dictionary-vol-1-ch-1,go-seigen-segoe-kensaku-tesuji-dictionary-vol-1-ch-1,"Go Seigen, Segoe Kensaku - Tesuji Dictionary, vol. 1, ch. 1","Go Seigen, Segoe Kensaku - Tesuji Dictionary, vol. 1, ch. 1","Go Seigen, Segoe Kensaku - Tesuji Dictionary, vol. 1, ch. 1",curated,segoe-tesuji-dictionary
0.5032,11,10683,slug_collision,ogs-unknown,jie-qi-wen-ti-chu-xin,詰碁問題 初心,詰碁問題　初心,Jie Qi Wen Ti  Chu Xin ,curated,
0.5032,100,3176,new_entry,utaro-hashimoto-2-1979-isbn4-381-00570-8,utaro-hashimoto-2-1979-isbn4-381-00570-8,Utaro Hashimoto (2) 1979 - ISBN4-381-00570-8,Utaro Hashimoto (2) 1979 - ISBN4-381-00570-8  [Atorrante],Utaro Hashimoto (2) 1979 - ISBN4-381-00570-8  [Atorrante],curated,
0.5031,10,8336,new_entry,v-ng-c-tr-n-l-p,vo-nguoc-tren-lop,Vồ ngược trên lớp,Vồ ngược trên lớp,Vo nguoc tren lop,curated,
0.503,13,8673,slug_collision,ogs-unknown,tadhmaakephuue-cchabkin,ตัดหมากเพื่อจับกิน,ตัดหมากเพื่อจับกิน,tadhmaakephuue`cchabkin,curated,
0.503,25,5782,already_matched,cut,ji-ben-shou-jin-shi-dian-qie-duan-cut,基本手筋事典 切斷 Cut,基本手筋事典 切斷 Cut,Ji Ben Shou Jin Shi Dian  Qie Duan  Cut,curated,cutting-problems
0.5029,48,3499,new_entry,dutch-go-magazine-1995-32,dutch-go-magazine-1995-32,Dutch Go Magazine 1995 (32),Dutch Go Magazine 1995 (32)  [Atorrante],Dutch Go Magazine 1995 (32)  [Atorrante],curated,
0.5028,10,8949,slug_collision,ogs-unknown,zhivye-i-mertvye-formy,Живые и мертвые формы,Живые и мертвые формы,Zhivye i mertvye formy,curated,
0.5027,11,3003,new_entry,092920,092920,092920,092920,092920,curated,
0.5027,24,7063,new_entry,21,echphhmaakchud21,เชพหมากชุด21,เชพหมากชุด21,echphhmaakchud21,curated,
0.5027,37,6586,new_entry,forth-line-formation,si-xian-xing-forth-line-formation,四線型 Forth line formation,四線型  Forth line formation,Si Xian Xing   Forth line formation,curated,
0.5027,15,10998,new_entry,pim-class-t-boss-tesuji-snapback-3-steps,pim-class-t-boss-tesuji-snapback-3-steps,PIM Class T.Boss > Tesuji : Snapback 3 Steps,PIM Class T.Boss > Tesuji : Snapback 3 Steps,PIM Class T.Boss > Tesuji : Snapback 3 Steps,curated,
0.5026,220,909,new_entry,one-more-cho-intermediate,one-more-cho-intermediate,One More Cho Intermediate,One More Cho's Intermediate,One More Cho's Intermediate,curated,
0.5025,12,3795,new_entry,pim-liberty,pim-liberty,PIM Liberty,PIM Liberty,PIM Liberty,curated,
0.502,17,476,new_entry,the-life-and-death-collection,the-life-and-death-collection,The life and death collection,The life and death collection,The life and death collection,curated,
0.5019,28,776,already_matched,cho-chikun-life-death-intermediate-problems,cho-chikun-life-death-intermediate-problems,Cho Chikun life & death Intermediate problems,Cho Chikun life & death Intermediate problems,Cho Chikun life & death Intermediate problems,curated,cho-chikun-life-death-intermediate
0.5019,31,2697,new_entry,100-of-hyacinth-life-death-problems,100-of-hyacinth-life-death-problems,100 of Hyacinth Life & Death Problems,100 of Hyacinth's Life & Death Problems,100 of Hyacinth's Life & Death Problems,curated,
0.5018,48,8701,new_entry,ertai-tesuji-level-5,ertai-tesuji-level-5,Ertai Tesuji level 5,Ertai Tesuji level 5,Ertai Tesuji level 5,curated,
0.5015,45,6505,new_entry,key-formation,liu-mu-suo-chi-xing-key-formation,六目鎖匙型 Key formation,六目鎖匙型 Key formation,Liu Mu Suo Chi Xing  Key formation,curated,
0.5012,40,4961,new_entry,bgs-go-1,bgs-go-1,ฺBgs Go 1,ฺBgs Go 1,'Bgs Go 1,curated,
0.5012,50,5894,already_matched,1-advanced-double-gote-yose-value1,gao-duan-shuang-hou-guan-zi-da-xiao-1-advanced-double-gote-yose,高段雙後官子大小1 Advanced Double Gote Yose value1,高段雙後官子大小1 Advanced Double Gote Yose value1,Gao Duan Shuang Hou Guan Zi Da Xiao 1 Advanced Double Gote Yose value1,curated,endgame-problems
0.5011,80,8493,new_entry,dutch-go-magazine-2023-bul-88-107-atorrante,dutch-go-magazine-2023-bul-88-107-atorrante,Dutch Go Magazine 2023 Bul 88- 107 (Atorrante),Dutch Go Magazine 2023 Bul  88- 107  (Atorrante),Dutch Go Magazine 2023 Bul  88- 107  (Atorrante),curated,
0.5008,14,5371,new_entry,life-and-death-on-the-second-line,life-and-death-on-the-second-line,Life and Death on the Second Line,Life and Death on the Second Line,Life and Death on the Second Line,curated,
0.5007,44,3971,new_entry,homework,homework,Homework,Homework,Homework,curated,
0.5007,12,6115,new_entry,loose-ladder,huan-zheng-loose-ladder,緩征 Loose ladder,緩征 Loose ladder,Huan Zheng  Loose ladder,curated,
0.5005,13,6087,new_entry,crane-nest-tesuji,wu-gui-bu-chu-tou-crane-nest-tesuji,烏龜不出頭 Crane Nest Tesuji,烏龜不出頭 Crane's Nest Tesuji,Wu Gui Bu Chu Tou  Crane's Nest Tesuji,curated,
0.5004,12,6155,already_matched,waist-cut,kua-fen-duan-waist-cut,跨分斷 Waist cut,跨分斷 Waist cut,Kua Fen Duan  Waist cut,curated,cutting-problems
0.5002,12,1805,new_entry,doble-boca-de-tigre,doble-boca-de-tigre,doble boca de tigre,doble boca de tigre,doble boca de tigre,curated,
0.5002,12,5568,new_entry,1200igo-quiz-1,1200igo-quiz-1,1200igo Quiz 1,1200igo Quiz 1,1200igo Quiz 1,curated,
0.4999,19,7187,new_entry,beginners-question-collection,beginners-question-collection,beginners question collection,beginners question collection,beginners question collection,curated,
0.4999,13,8711,slug_collision,ogs-unknown,thaayekm-aidmuue-esiiyemuue,ท้ายเกม - ได้มือ เสียเมือ,[camp] ท้ายเกม - ได้มือ เสียเมือ,[camp] thaayekm - aidmuue` esiiyemuue`,curated,
0.4998,12,6085,new_entry,1200igo-quiz18,1200igo-quiz18,1200igo Quiz18,1200igo Quiz18,1200igo Quiz18,curated,
0.4996,41,951,slug_collision,ogs-1,zadachi-na-vziatie-kamnei-1,Задачи на взятие камней.1,Задачи на взятие камней.1,Zadachi na vziatie kamnei.1,curated,
0.4996,17,6168,new_entry,beginner-guide-to-capturing,beginner-guide-to-capturing,Beginner Guide to Capturing,Beginner's Guide to Capturing,Beginner's Guide to Capturing,curated,
0.4995,25,7136,slug_collision,ogs-unknown,si-huo-xiao-ci-dian,死活小辞典,死活小辞典,Si Huo Xiao Ci Dian ,curated,
0.4993,20,1844,new_entry,evaluaci-n,evaluacion,Evaluación,Evaluación,Evaluacion,curated,
0.4993,51,9265,new_entry,james-davies-tesuji,james-davies-tesuji,James Davies - Tesuji,James Davies - Tesuji,James Davies - Tesuji,curated,
0.4992,39,9781,new_entry,no2,zadachnik-no-2,Задачник №2.,Задачник №2.,Zadachnik No. 2.,curated,
0.4991,11,6426,new_entry,snapback-and-throw-in-for-beginner,snapback-and-throw-in-for-beginner,Snapback and Throw in for Beginner,Snapback and Throw in for Beginner,Snapback and Throw in for Beginner,curated,
0.4991,10,9780,new_entry,no1,zadachnik-no-1-zadachi,Задачник №1(задачи).,Задачник №1(задачи).,Zadachnik No. 1(zadachi).,curated,
0.4991,40,3097,new_entry,utaro-hashimoto-5-1980-isbn4-381-00571-6,utaro-hashimoto-5-1980-isbn4-381-00571-6,Utaro Hashimoto (5) 1980 - ISBN4-381-00571-6,Utaro Hashimoto (5) 1980 - ISBN4-381-00571-6  [Atorrante],Utaro Hashimoto (5) 1980 - ISBN4-381-00571-6  [Atorrante],curated,
0.499,16,7042,slug_collision,krun,tadslab-krun,ตัดสลับ Krun,ตัดสลับ Krun,tadslab Krun,curated,
0.499,10,3509,new_entry,taruc-practice-1,taruc-practice-1,TARUC: Practice#1,TARUC: Practice#1,TARUC: Practice#1,curated,
0.499,10,1453,new_entry,the-go-problems-that-are-good,the-go-problems-that-are-good,The Go problems that are good,The Go problems that are good,The Go problems that are good,curated,
0.4989,72,6020,new_entry,nagahara-strategic-concepts-of-go-1972,nagahara-strategic-concepts-of-go-1972,Nagahara - Strategic concepts of go (1972),Nagahara - Strategic concepts of go (1972) [Atorrante],Nagahara - Strategic concepts of go (1972) [Atorrante],curated,
0.4986,60,4739,new_entry,opening-size-9x9-good-and-bad-moves,opening-size-9x9-good-and-bad-moves,Opening size 9x9: good and bad moves,Opening size 9x9: good and bad moves,Opening size 9x9: good and bad moves,curated,
0.4986,12,1802,new_entry,conexi-n-y-corte-ii,conexion-y-corte-ii,conexión y corte II,conexión y corte II,conexion y corte II,curated,
0.4985,65,5240,new_entry,problems-from-pro-games,problems-from-pro-games,Problems from Pro Games,Problems from Pro Games,Problems from Pro Games,curated,
0.4984,17,5993,new_entry,1-determine-who-wins-1,sheng-fu-pan-duan-1-determine-who-wins-1,勝負判斷1 Determine who wins 1,勝負判斷1 Determine who wins 1,Sheng Fu Pan Duan 1 Determine who wins 1,curated,
0.4983,39,6549,new_entry,second-line-formation,er-xian-xing-second-line-formation,二線型 Second line formation,二線型　Second line formation,Er Xian Xing  Second line formation,curated,
0.4983,10,8369,new_entry,m-t-th-t-m-t-gi-tr-n-l-p,mat-that-mat-gia-tren-lop,Mắt thật mắt giả trên lớp,Mắt thật mắt giả trên lớp,Mat that mat gia tren lop,curated,
0.4981,60,4650,new_entry,ladders-dutch-go-magazine-126-145,ladders-dutch-go-magazine-126-145,Ladders Dutch Go Magazine 126-145,Ladders Dutch Go Magazine 126-145  [Atorrante],Ladders Dutch Go Magazine 126-145  [Atorrante],curated,
0.4981,11,3244,slug_collision,ogs-unknown,gibonmunjemoeum,기본문제모음,기본문제모음,gibonmunjemoeum,curated,
0.4979,13,6071,new_entry,6-capturing-race6,dui-sha-6-capturing-race6,對殺6 Capturing race6,對殺6 Capturing race6,Dui Sha 6 Capturing race6,curated,
0.4976,12,6130,new_entry,ryobane,liang-ban-chang-yi-qi-ryobane,兩扳長一氣 Ryobane,兩扳長一氣 Ryobane,Liang Ban Chang Yi Qi  Ryobane,curated,
0.4975,231,7185,new_entry,an-incomplete-set-of-go-flash-cards,an-incomplete-set-of-go-flash-cards,An incomplete set of go flash cards,An incomplete set of go flash cards [Atorrante],An incomplete set of go flash cards [Atorrante],curated,
0.4975,13,10572,new_entry,basic-living-and-dead-eye-shapes,basic-living-and-dead-eye-shapes,Basic Living and Dead Eye Shapes,Basic Living and Dead Eye Shapes,Basic Living and Dead Eye Shapes,curated,
0.4974,65,3385,new_entry,dutch-go-magazine-1978-79-16,dutch-go-magazine-1978-79-16,Dutch Go Magazine 1978-79 (16),Dutch Go Magazine 1978-79 (16)  [Atorrante],Dutch Go Magazine 1978-79 (16)  [Atorrante],curated,
0.4972,20,7000,new_entry,ozigo,ozigo,Ozigo,Ozigo,Ozigo,curated,
0.4971,17,9088,new_entry,ogs-5,glaza-test-5,Глаза Тест 5,Глаза Тест 5,Glaza Test 5,curated,
0.497,43,8430,new_entry,giang,giang,Giang,Giang,Giang,curated,
0.497,13,9272,new_entry,james-davies-tesuji-tutorial,james-davies-tesuji-tutorial,James Davies - Tesuji tutorial,James Davies - Tesuji tutorial,James Davies - Tesuji tutorial,curated,
0.4967,10,6274,new_entry,go-guide,go-guide,Go guide,Go guide,Go guide,curated,
0.4967,10,1999,new_entry,opening-problems,opening-problems,Opening Problems,Opening Problems,Opening Problems,curated,
0.4966,55,10272,new_entry,british-go-journal-2021-atorrante,british-go-journal-2021-atorrante,British Go Journal 2021-? (Atorrante),British Go Journal 2021-? (Atorrante),British Go Journal 2021-? (Atorrante),curated,
0.4966,26,9766,new_entry,life-and-death,life-and-death,Life and Death,Life and Death,Life and Death,curated,
0.4963,45,5301,new_entry,middle-game-problems,middle-game-problems,Middle Game Problems,Middle Game Problems,Middle Game Problems,curated,
0.496,36,5821,new_entry,bozulich-get-strong-at-the-endgame,bozulich-get-strong-at-the-endgame,Bozulich — Get Strong at the Endgame,Bozulich — Get Strong at the Endgame,Bozulich -- Get Strong at the Endgame,curated,
0.4959,15,4884,new_entry,puzzle-for-beginners,puzzle-for-beginners,Puzzle for beginners,Puzzle for beginners,Puzzle for beginners,curated,
0.4958,43,6499,new_entry,second-line-formation-corner,er-xian-xing-jiao-second-line-formation-corner,二線型 (角) Second line formation (Corner),二線型 (角) Second line formation (Corner),Er Xian Xing  (Jiao ) Second line formation (Corner),curated,
0.4957,13,9197,slug_collision,ogs-unknown,kr-kyaaphisephuue-cchabkin,กรอกยาพิษเพื่อจับกิน,กรอกยาพิษเพื่อจับกิน,kr`kyaaphisephuue`cchabkin,curated,
0.4956,12,3658,new_entry,ejercicios-de-go-para-ddk-doble-digito-en-kyu,ejercicios-de-go-para-ddk-doble-digito-en-kyu,Ejercicios de Go para DDK (Doble Digito en Kyu),Ejercicios de Go para DDK (Doble Digito en Kyu),Ejercicios de Go para DDK (Doble Digito en Kyu),curated,
0.4954,12,6111,new_entry,7-life-and-death-training-7,si-huo-xun-lian-7-life-and-death-training-7,死活訓練7 Life and Death training 7,死活訓練7 Life and Death training 7,Si Huo Xun Lian 7 Life and Death training 7,curated,
0.4954,56,4282,new_entry,fundamentals-fighting-introduction,fundamentals-fighting-introduction,Fundamentals: Fighting Introduction,Fundamentals: Fighting Introduction,Fundamentals: Fighting Introduction,curated,
0.4953,75,3622,new_entry,ladders-dutch-go-magazine-26-50,ladders-dutch-go-magazine-26-50,Ladders Dutch Go Magazine 26-50,Ladders Dutch Go Magazine 26-50  [Atorrante],Ladders Dutch Go Magazine 26-50  [Atorrante],curated,
0.4952,12,7133,slug_collision,ogs-unknown,mutcchang,มุตจัง,มุตจัง,mutcchang,curated,
0.4952,25,10,already_matched,xuanxuan-qijing,xuanxuan-qijing,Xuanxuan Qijing,Xuanxuan Qijing,Xuanxuan Qijing,curated,xuanxuan-qijing
0.4951,40,5625,slug_collision,ogs-unknown,quan-jia-long-jing-miao-shou-guan,權甲龍精妙收官,權甲龍精妙收官,Quan Jia Long Jing Miao Shou Guan ,curated,
0.4949,12,5701,new_entry,1200igo-quiz5,1200igo-quiz5,1200igo Quiz5,1200igo Quiz5,1200igo Quiz5,curated,
0.4948,50,5902,already_matched,3-advanced-double-gote-yose-value3,gao-duan-shuang-hou-guan-zi-da-xiao-3-advanced-double-gote-yose,高段雙後官子大小3 Advanced Double Gote Yose value3,高段雙後官子大小3 Advanced Double Gote Yose value3,Gao Duan Shuang Hou Guan Zi Da Xiao 3 Advanced Double Gote Yose value3,curated,endgame-problems
0.4947,44,4674,new_entry,introduction-to-weiqi-by-di-yansheng-and-xu-ying-chapter-3-life,wei-qi-ru-men-di-san-zhang-si-huo-qi-jian-jie-di-yan-sheng-xu-yi,"《围棋入门》第三章：死活棋简介（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 3: Life and death basics)","《围棋入门》第三章：死活棋简介（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 3: Life and death basics)","<<Wei Qi Ru Men >> Di San Zhang :Si Huo Qi Jian Jie (Di Yan Sheng , Xu Ying  Bian Zhu )(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 3: Life and death basics)",curated,
0.4945,34,3588,new_entry,taruc-practice-6,taruc-practice-6,TARUC: Practice#6,TARUC: Practice#6,TARUC: Practice#6,curated,
0.4944,10,8686,slug_collision,ogs-unknown,pozitsionnyi-analiz,Позиционный анализ,Позиционный анализ,Pozitsionnyi analiz,curated,
0.4943,10,8898,new_entry,ggs-2,ggs-2,GGs 2,GGs 2,GGs 2,curated,
0.4942,12,6144,already_matched,kosumi-to-connect,xiao-jian-lian-jie-kosumi-to-connect,小尖連接 Kosumi to connect,小尖連接 Kosumi to connect,Xiao Jian Lian Jie  Kosumi to connect,curated,connection-problems
0.4941,44,6354,already_matched,cho-chikun-encyclopedia-of-life-death-elementary,cho-chikun-encyclopedia-of-life-death-elementary,Cho Chikun - Encyclopedia of Life & Death - Elementary,Cho Chikun - Encyclopedia of Life & Death - Elementary,Cho Chikun - Encyclopedia of Life & Death - Elementary,curated,cho-chikun-life-death-elementary
0.4941,24,7190,slug_collision,ogs-unknown,aataariaihthuukthaang,อาตาริให้ถูกทาง,อาตาริให้ถูกทาง,`aataariaihthuukthaang,curated,
0.4939,24,6243,slug_collision,ogs-unknown,te-bie-zhi-si-huo-ti,特別之死活題,特別之死活題,Te Bie Zhi Si Huo Ti ,curated,
0.4939,12,1813,new_entry,atari-continuo,atari-continuo,atari continuo,atari continuo,atari continuo,curated,
0.4937,11,8780,already_matched,squeeze,squeeze,Squeeze,Squeeze,Squeeze,curated,liberty-shortage
0.4936,10,9913,new_entry,take-the-atari,jing-shan-jing-shan-take-the-atari,井山丼山 Take the Atari,井山丼山 Take the Atari,Jing Shan Jing Shan  Take the Atari,curated,
0.4936,12,1821,new_entry,throw-in,throw-in,Throw in,Throw in,Throw in,curated,
0.4935,10,8688,slug_collision,ogs-unknown,zakhvat-i-zashchita,Захват и защита,Захват и защита,Zakhvat i zashchita,curated,
0.4934,15,6126,slug_collision,ogs-unknown,chu-ji-wei-qi-ti-mu,初級圍棋題目,初級圍棋題目,Chu Ji Wei Qi Ti Mu ,curated,
0.4933,12,6042,new_entry,protect-the-territory,shou-hu-di-pan-protect-the-territory,守護地盤 Protect the territory,守護地盤 Protect the territory,Shou Hu Di Pan  Protect the territory,curated,
0.4932,96,3076,new_entry,utaro-hashimoto-4-1980-isbn4-381-00571-6,utaro-hashimoto-4-1980-isbn4-381-00571-6,Utaro Hashimoto (4) 1980 - ISBN4-381-00571-6,Utaro Hashimoto (4) 1980 - ISBN4-381-00571-6  [Atorrante],Utaro Hashimoto (4) 1980 - ISBN4-381-00571-6  [Atorrante],curated,
0.4931,11,3790,new_entry,beginner-quick-learn,beginner-quick-learn,beginner quick learn,beginner quick learn,beginner quick learn,curated,
0.493,21,7254,new_entry,jim-class,jim-class,Jim Class,Jim's Class,Jim's Class,curated,
0.4928,12,1068,slug_collision,21,treniruisia-kak-profi-21,Тренируйся как профи.21,Тренируйся как профи.21,Treniruisia kak profi.21,curated,
0.4928,12,6443,new_entry,rectangular-six-corner,jiao-shang-ban-liu-xing-rectangular-six-corner,角上扳六型 Rectangular six (corner),角上扳六型 Rectangular six (corner),Jiao Shang Ban Liu Xing  Rectangular six (corner),curated,
0.4927,31,9133,new_entry,easy-12312312312,easy-12312312312,easy 12312312312,easy 12312312312,easy 12312312312,curated,
0.4927,38,3573,new_entry,dutch-go-magazine-2001-38,dutch-go-magazine-2001-38,Dutch Go Magazine 2001 (38),Dutch Go Magazine 2001 (38)  [Atorrante],Dutch Go Magazine 2001 (38)  [Atorrante],curated,
0.4926,40,6543,new_entry,comb-formation,shu-xing-comb-formation,梳型 Comb formation,梳型 Comb formation,Shu Xing  Comb formation,curated,
0.4924,18,8647,slug_collision,ogs-unknown,sangekt,สังเกต,สังเกต,sangekt,curated,
0.4922,33,4695,new_entry,introduction-to-weiqi-by-di-yansheng-and-xu-ying-chapter-4-gener,wei-qi-ru-men-di-si-zhang-luo-zi-chang-gui-di-yan-sheng-xu-ying,"《围棋入门》第四章：落子常规（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 4: General guidelines)","《围棋入门》第四章：落子常规（翟燕生、徐莹 编著）(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 4: General guidelines)","<<Wei Qi Ru Men >> Di Si Zhang :Luo Zi Chang Gui (Di Yan Sheng , Xu Ying  Bian Zhu )(Introduction to Weiqi, by Di Yansheng and Xu Ying; Chapter 4: General guidelines)",curated,
0.4921,48,5623,new_entry,go-problems-46,go-problems-46,Go Problems (46),Go Problems (46),Go Problems (46),curated,
0.4921,36,3398,new_entry,haengma-and-tesuji,haengma-and-tesuji,Haengma and Tesuji,Haengma and Tesuji,Haengma and Tesuji,curated,
0.492,13,6110,already_matched,eye-versus-no-eye-capturing-race,you-yan-sha-mei-yan-eye-versus-no-eye-capturing-race,有眼殺沒眼 Eye versus No Eye Capturing Race,有眼殺沒眼 Eye versus No Eye Capturing Race,You Yan Sha Mei Yan  Eye versus No Eye Capturing Race,curated,capturing-race
0.492,16,5162,new_entry,lunch-time,lunch-time,Lunch Time !!,Lunch Time !!,Lunch Time !!,curated,
0.4919,10,138,new_entry,shapes,shapes,Shapes,Shapes,Shapes,curated,
0.4918,20,8993,slug_collision,ogs-1,soedinenie-i-razrezanie-1,Соединение и разрезание 1,Соединение и разрезание 1,Soedinenie i razrezanie 1,curated,
0.4917,17,8156,new_entry,tesuji-spree,tesuji-spree,Tesuji spree,Tesuji spree,Tesuji spree,curated,
0.4916,70,5680,new_entry,class-c,hong-dao-chang-mi-chuan-wen-ti-ji-class-c,洪道場秘傳問題集 class C,洪道場秘傳問題集 class C,Hong Dao Chang Mi Chuan Wen Ti Ji  class C,curated,
0.4915,13,5571,new_entry,capture-towards-own-stone,xiang-ji-fang-fang-xiang-jiao-chi-capture-towards-own-stone,向己方方向叫吃 Capture towards own stone,向己方方向叫吃 Capture towards own stone,Xiang Ji Fang Fang Xiang Jiao Chi  Capture towards own stone,curated,
0.4913,16,5934,new_entry,probe,ji-ben-shou-jin-shi-dian-wen-ying-shou-probe,基本手筋事典 問應手Probe,基本手筋事典 問應手Probe,Ji Ben Shou Jin Shi Dian  Wen Ying Shou Probe,curated,
0.4913,12,1807,new_entry,conexi-n-y-corte-iii,conexion-y-corte-iii,conexión y corte III,conexión y corte III,conexion y corte III,curated,
0.4912,14,103,new_entry,alphabet-gogeo-t-group,alphabet-gogeo-t-group,"alphabet gogeo ""T"" group","alphabet gogeo ""T"" group","alphabet gogeo ""T"" group",curated,
0.4912,48,3451,new_entry,dutch-go-magazine-1990-27,dutch-go-magazine-1990-27,Dutch Go Magazine 1990 (27),Dutch Go Magazine 1990 (27)  [Atorrante],Dutch Go Magazine 1990 (27)  [Atorrante],curated,
0.4912,20,8948,new_entry,pim-class-t-boss-tesuji-net-ladder-midterm-retake-exam-m1,pim-class-t-boss-tesuji-net-ladder-midterm-retake-exam-m1,PIM Class T.Boss > Tesuji : Net & Ladder - Midterm retake exam M1,PIM Class T.Boss > Tesuji : Net & Ladder - Midterm retake exam M1 ,PIM Class T.Boss > Tesuji : Net & Ladder - Midterm retake exam M1 ,curated,
0.4912,13,6088,already_matched,two-stone-edge-squeeze-easy,da-tou-gui-two-stone-edge-squeeze-easy,大頭鬼 Two-stone edge squeeze easy,大頭鬼 Two-stone edge squeeze easy,Da Tou Gui  Two-stone edge squeeze easy,curated,liberty-shortage
0.4911,75,3623,new_entry,ladders-dutch-go-magazine-51-75,ladders-dutch-go-magazine-51-75,Ladders Dutch Go Magazine 51-75,Ladders Dutch Go Magazine 51-75  [Atorrante],Ladders Dutch Go Magazine 51-75  [Atorrante],curated,
0.491,11,7937,new_entry,cool-puzzle,cool-puzzle,COOL PUZZLE,COOL PUZZLE,COOL PUZZLE,curated,
0.4905,11,8249,new_entry,tonmai-easy,tonmai-easy,Tonmai easy,Tonmai easy,Tonmai easy,curated,
0.4903,10,1991,new_entry,basis-puzzels,basis-puzzels,Basis puzzels,Basis puzzels,Basis puzzels,curated,
0.4902,10,10173,slug_collision,ogs-unknown,dlia-novichkov,Для новичков,Для новичков,Dlia novichkov,curated,
0.4901,12,5983,new_entry,1200igo-quiz-15,1200igo-quiz-15,1200igo Quiz 15,1200igo Quiz 15,1200igo Quiz 15,curated,
0.4901,12,10262,slug_collision,ogs-unknown,occhmtiimum,โจมตีมุม,โจมตีมุม,occhmtiimum,curated,
0.4901,36,10000,new_entry,death-1,death-si-1,Death 死 1,Death 死 1,Death Si  1,curated,
0.49,13,6089,new_entry,5-life-and-death-training-5,si-huo-xun-lian-5-life-and-death-training-5,死活訓練5 Life and Death training 5,死活訓練5 Life and Death training 5,Si Huo Xun Lian 5 Life and Death training 5,curated,
0.49,19,6153,new_entry,the-wisdom-of-go-beginners,the-wisdom-of-go-beginners,The Wisdom of Go Beginners,The Wisdom of Go Beginners,The Wisdom of Go Beginners,curated,
0.4899,38,3169,new_entry,honinbo-shusai-curious-mechanics-of-life-death-igo-kenkyukai-3-1,honinbo-shusai-curious-mechanics-of-life-death-igo-kenkyukai-3-1,Honinbo Shusai - Curious Mechanics of Life & Death (Igo Kenkyukai) (3) 1981 ISBN4-381-00572-4,Honinbo Shusai - Curious Mechanics of Life & Death (Igo Kenkyukai) (3) 1981 ISBN4-381-00572-4  [Atorrante],Honinbo Shusai - Curious Mechanics of Life & Death (Igo Kenkyukai) (3) 1981 ISBN4-381-00572-4  [Atorrante],curated,
0.4899,10,1532,new_entry,basic-exercises,basic-exercises,basic exercises,basic exercises,basic exercises,curated,
0.4896,16,18,slug_collision,elementary-problems,elementary-problems,Elementary problems,Elementary problems,Elementary problems,curated,
0.4896,40,3491,new_entry,dutch-go-magazine-1993-30,dutch-go-magazine-1993-30,Dutch Go Magazine 1993 (30),Dutch Go Magazine 1993 (30)  [Atorrante],Dutch Go Magazine 1993 (30)  [Atorrante],curated,
0.4895,13,5751,new_entry,snapback-after-atari,snapback-after-atari,Snapback after atari,Snapback after atari,Snapback after atari,curated,
0.4895,13,8672,slug_collision,ogs-unknown,ailcchabkinekhaaphwk,ไล่จับกินเข้าพวก,ไล่จับกินเข้าพวก,ailcchabkinekhaaphwk,curated,
0.4895,12,6113,new_entry,9-life-and-death-training-9,si-huo-xun-lian-9-life-and-death-training-9,死活訓練9 Life and Death training 9,死活訓練9 Life and Death training 9,Si Huo Xun Lian 9 Life and Death training 9,curated,
0.4895,13,5749,new_entry,net-after-atari,jiao-chi-yi-hou-jia-chi-net-after-atari,叫吃以後枷吃 Net after atari,叫吃以後枷吃 Net after atari,Jiao Chi Yi Hou Jia Chi  Net after atari,curated,
